,class
7163,dog
7164,cat
7165,cat
7166,cat
7167,dog
7168,dog
7169,cat
7170,cat
7171,dog
7172,cat
7173,cat
7174,dog
7175,dog
7176,cat
7177,cat
7178,cat
7179,cat
7180,cat
7181,cat
7182,dog
7183,cat
7184,dog
7185,cat
7186,cat
7187,dog
7188,dog
7189,dog
7190,dog
7191,cat
7192,cat
7193,dog
7194,cat
7195,dog
7196,dog
7197,dog
7198,dog
7199,dog
7200,dog
7201,dog
7202,cat
7203,dog
7204,cat
7205,dog
7206,cat
7207,cat
7208,dog
7209,dog
7210,dog
7211,dog
7212,dog
7213,dog
7214,cat
7215,cat
7216,dog
7217,dog
7218,cat
7219,dog
7220,cat
7221,cat
7222,cat
7223,dog
7224,dog
7225,cat
7226,cat
7227,dog
7228,cat
7229,dog
7230,cat
7231,cat
7232,dog
7233,cat
7234,dog
7235,dog
7236,cat
7237,cat
7238,cat
7239,cat
7240,cat
7241,dog
7242,dog
7243,dog
7244,cat
7245,dog
7246,cat
7247,cat
7248,cat
7249,dog
7250,dog
7251,dog
7252,dog
7253,dog
7254,dog
7255,cat
7256,dog
7257,dog
7258,dog
7259,cat
7260,cat
7261,cat
7262,cat
7263,cat
7264,cat
7265,cat
7266,cat
7267,dog
7268,cat
7269,cat
7270,cat
7271,dog
7272,dog
7273,dog
7274,cat
7275,dog
7276,cat
7277,cat
7278,dog
7279,dog
7280,cat
7281,cat
7282,dog
7283,dog
7284,dog
7285,cat
7286,dog
7287,dog
7288,dog
7289,dog
7290,dog
7291,dog
7292,dog
7293,cat
7294,dog
7295,cat
7296,dog
7297,dog
7298,dog
7299,cat
7300,dog
7301,dog
7302,cat
7303,dog
7304,dog
7305,cat
7306,dog
7307,cat
7308,cat
7309,cat
7310,cat
7311,dog
7312,dog
7313,dog
7314,cat
7315,cat
7316,dog
7317,dog
7318,cat
7319,dog
7320,cat
7321,cat
7322,dog
7323,cat
7324,dog
7325,dog
7326,dog
7327,dog
7328,cat
7329,dog
7330,dog
7331,cat
7332,cat
7333,dog
7334,dog
7335,dog
7336,dog
7337,dog
7338,dog
7339,dog
7340,dog
7341,cat
7342,cat
7343,cat
7344,dog
7345,dog
7346,dog
7347,dog
7348,cat
7349,dog
7350,dog
7351,cat
7352,dog
7353,cat
7354,dog
7355,dog
7356,cat
7357,dog
7358,cat
7359,dog
7360,dog
7361,cat
7362,cat
7363,cat
7364,dog
7365,dog
7366,dog
7367,cat
7368,cat
7369,cat
7370,dog
7371,dog
7372,dog
7373,dog
7374,dog
7375,dog
7376,cat
7377,cat
7378,dog
7379,cat
7380,cat
7381,dog
7382,dog
7383,cat
7384,dog
7385,dog
7386,dog
7387,dog
7388,cat
7389,cat
7390,dog
7391,cat
7392,dog
7393,dog
7394,cat
7395,dog
7396,dog
7397,cat
7398,dog
7399,dog
7400,dog
7401,cat
7402,dog
7403,cat
7404,dog
7405,dog
7406,dog
7407,dog
7408,dog
7409,cat
7410,cat
7411,cat
7412,cat
7413,dog
7414,dog
7415,dog
7416,dog
7417,dog
7418,cat
7419,cat
7420,dog
7421,dog
7422,dog
7423,dog
7424,cat
7425,cat
7426,cat
7427,cat
7428,dog
7429,dog
7430,dog
7431,dog
7432,dog
7433,dog
7434,dog
7435,dog
7436,dog
7437,dog
7438,dog
7439,dog
7440,dog
7441,dog
7442,cat
7443,dog
7444,cat
7445,dog
7446,dog
7447,dog
7448,dog
7449,dog
7450,cat
7451,cat
7452,dog
7453,dog
7454,cat
7455,dog
7456,cat
7457,dog
7458,cat
7459,cat
7460,cat
7461,cat
7462,dog
7463,dog
7464,dog
7465,cat
7466,dog
7467,dog
7468,dog
7469,dog
7470,dog
7471,cat
7472,cat
7473,cat
7474,cat
7475,cat
7476,cat
7477,cat
7478,dog
7479,dog
7480,cat
7481,cat
7482,dog
7483,dog
7484,cat
7485,dog
7486,dog
7487,cat
7488,dog
7489,dog
7490,cat
7491,cat
7492,dog
7493,dog
7494,dog
7495,dog
7496,dog
7497,dog
7498,dog
7499,cat
7500,dog
7501,cat
7502,dog
7503,cat
7504,cat
7505,dog
7506,dog
7507,cat
7508,dog
7509,dog
7510,cat
7511,dog
7512,dog
7513,dog
7514,cat
7515,dog
7516,dog
7517,dog
7518,dog
7519,dog
7520,dog
7521,dog
7522,dog
7523,cat
7524,dog
7525,dog
7526,dog
7527,dog
7528,dog
7529,cat
7530,dog
7531,cat
7532,dog
7533,dog
7534,dog
7535,cat
7536,dog
7537,cat
7538,dog
7539,dog
7540,dog
7541,dog
7542,cat
7543,dog
7544,cat
7545,cat
7546,dog
7547,cat
7548,cat
7549,cat
7550,cat
7551,cat
7552,cat
7553,cat
7554,dog
7555,dog
7556,cat
7557,cat
7558,dog
7559,dog
7560,dog
7561,cat
7562,dog
7563,dog
7564,dog
7565,dog
7566,cat
7567,cat
7568,dog
7569,cat
7570,dog
7571,dog
7572,dog
7573,dog
7574,cat
7575,dog
7576,cat
7577,dog
7578,dog
7579,cat
7580,dog
7581,dog
7582,dog
7583,dog
7584,dog
7585,cat
7586,dog
7587,cat
7588,dog
7589,dog
7590,dog
7591,dog
7592,cat
7593,dog
7594,cat
7595,cat
7596,dog
7597,dog
7598,dog
7599,dog
7600,dog
7601,cat
7602,dog
7603,dog
7604,dog
7605,dog
7606,dog
7607,dog
7608,dog
7609,cat
7610,dog
7611,cat
7612,cat
7613,dog
7614,dog
7615,dog
7616,cat
7617,dog
7618,dog
7619,cat
7620,cat
7621,cat
7622,dog
7623,dog
7624,cat
7625,cat
7626,dog
7627,cat
7628,cat
7629,dog
7630,dog
7631,cat
7632,cat
7633,dog
7634,dog
7635,dog
7636,cat
7637,dog
7638,cat
7639,cat
7640,cat
7641,cat
7642,dog
7643,cat
7644,cat
7645,dog
7646,dog
7647,cat
7648,dog
7649,dog
7650,dog
7651,dog
7652,dog
7653,dog
7654,cat
7655,dog
7656,cat
7657,dog
7658,cat
7659,cat
7660,dog
7661,dog
7662,cat
7663,dog
7664,cat
7665,cat
7666,cat
7667,dog
7668,dog
7669,dog
7670,dog
7671,cat
7672,cat
7673,dog
7674,dog
7675,dog
7676,dog
7677,cat
7678,dog
7679,cat
7680,dog
7681,dog
7682,cat
7683,dog
7684,cat
7685,cat
7686,dog
7687,cat
7688,dog
7689,cat
7690,cat
7691,cat
7692,dog
7693,dog
7694,dog
7695,cat
7696,cat
7697,dog
7698,dog
7699,dog
7700,cat
7701,cat
7702,dog
7703,dog
7704,cat
7705,cat
7706,cat
7707,dog
7708,cat
7709,cat
7710,dog
7711,dog
7712,dog
7713,dog
7714,dog
7715,dog
7716,dog
7717,dog
7718,dog
7719,cat
7720,dog
7721,dog
7722,dog
7723,cat
7724,dog
7725,cat
7726,dog
7727,dog
7728,cat
7729,dog
7730,cat
7731,dog
7732,dog
7733,dog
7734,dog
7735,cat
7736,dog
7737,cat
7738,cat
7739,cat
7740,cat
7741,cat
7742,dog
7743,cat
7744,dog
7745,dog
7746,cat
7747,dog
7748,dog
7749,dog
7750,cat
7751,cat
7752,cat
7753,cat
7754,cat
7755,cat
7756,cat
7757,cat
7758,cat
7759,dog
7760,cat
7761,dog
7762,dog
7763,cat
7764,dog
7765,cat
7766,cat
7767,dog
7768,dog
7769,dog
7770,dog
7771,dog
7772,dog
7773,cat
7774,cat
7775,cat
7776,cat
7777,dog
7778,dog
7779,cat
7780,cat
7781,cat
7782,dog
7783,dog
7784,cat
7785,dog
7786,dog
7787,dog
7788,cat
7789,dog
7790,dog
7791,dog
7792,dog
7793,cat
7794,cat
7795,cat
7796,cat
7797,dog
7798,cat
7799,cat
7800,dog
7801,cat
7802,cat
7803,cat
7804,dog
7805,dog
7806,cat
7807,dog
7808,cat
7809,dog
7810,cat
7811,dog
7812,dog
7813,dog
7814,cat
7815,cat
7816,dog
7817,dog
7818,dog
7819,cat
7820,cat
7821,dog
7822,cat
7823,dog
7824,cat
7825,cat
7826,dog
7827,cat
7828,cat
7829,dog
7830,dog
7831,dog
7832,cat
7833,dog
7834,dog
7835,cat
7836,dog
7837,cat
7838,cat
7839,cat
7840,dog
7841,dog
7842,dog
7843,cat
7844,dog
7845,dog
7846,dog
7847,dog
7848,dog
7849,dog
7850,dog
7851,cat
7852,cat
7853,dog
7854,cat
7855,cat
7856,cat
7857,dog
7858,dog
7859,dog
7860,dog
7861,dog
7862,dog
7863,dog
7864,dog
7865,cat
7866,dog
7867,dog
7868,dog
7869,dog
7870,dog
7871,dog
7872,dog
7873,cat
7874,dog
7875,cat
7876,dog
7877,cat
7878,cat
7879,cat
7880,dog
7881,cat
7882,cat
7883,dog
7884,dog
7885,cat
7886,dog
7887,cat
7888,cat
7889,dog
7890,dog
7891,dog
7892,dog
7893,cat
7894,dog
7895,dog
7896,cat
7897,dog
7898,cat
7899,dog
7900,dog
7901,dog
7902,cat
7903,dog
7904,cat
7905,dog
7906,cat
7907,dog
7908,cat
7909,cat
7910,cat
7911,cat
7912,dog
7913,cat
7914,dog
7915,dog
7916,cat
7917,dog
7918,dog
7919,dog
7920,dog
7921,dog
7922,dog
7923,dog
7924,dog
7925,dog
7926,dog
7927,dog
7928,dog
7929,dog
7930,cat
7931,dog
7932,dog
7933,cat
7934,dog
7935,dog
7936,dog
7937,cat
7938,dog
7939,dog
7940,cat
7941,dog
7942,dog
7943,dog
7944,dog
7945,cat
7946,dog
7947,dog
7948,cat
7949,dog
7950,dog
7951,cat
7952,dog
7953,dog
7954,cat
7955,cat
7956,dog
7957,cat
7958,dog
7959,cat
7960,dog
7961,dog
7962,cat
7963,cat
7964,dog
7965,dog
7966,dog
7967,cat
7968,dog
7969,cat
7970,cat
7971,cat
7972,dog
7973,dog
7974,dog
7975,dog
7976,cat
7977,dog
7978,dog
7979,dog
7980,dog
7981,dog
7982,dog
7983,cat
7984,dog
7985,cat
7986,dog
7987,dog
7988,cat
7989,dog
7990,cat
7991,dog
7992,cat
7993,cat
7994,cat
7995,dog
7996,dog
7997,cat
7998,cat
7999,cat
8000,dog
8001,cat
8002,dog
8003,cat
8004,dog
8005,dog
8006,cat
8007,cat
8008,dog
8009,dog
8010,dog
8011,dog
8012,dog
8013,cat
8014,cat
8015,dog
8016,cat
8017,cat
8018,cat
8019,dog
8020,dog
8021,dog
8022,dog
8023,dog
8024,cat
8025,dog
8026,dog
8027,dog
8028,dog
8029,cat
8030,dog
8031,dog
8032,cat
8033,cat
8034,cat
8035,dog
8036,cat
8037,cat
8038,cat
8039,cat
8040,dog
8041,dog
8042,cat
8043,cat
8044,dog
8045,dog
8046,cat
8047,dog
8048,cat
8049,dog
8050,dog
8051,cat
8052,dog
8053,cat
8054,dog
8055,cat
8056,dog
8057,dog
8058,dog
8059,dog
8060,dog
8061,cat
8062,cat
8063,dog
8064,dog
8065,cat
8066,cat
8067,dog
8068,cat
8069,cat
8070,dog
8071,dog
8072,cat
8073,dog
8074,cat
8075,cat
8076,cat
8077,dog
8078,dog
8079,cat
8080,dog
8081,cat
8082,dog
8083,cat
8084,dog
8085,cat
8086,cat
8087,dog
8088,dog
8089,cat
8090,cat
8091,cat
8092,dog
8093,dog
8094,cat
8095,cat
8096,cat
8097,cat
8098,dog
8099,cat
8100,cat
8101,dog
8102,dog
8103,dog
8104,dog
8105,dog
8106,dog
8107,dog
8108,cat
8109,dog
8110,dog
8111,dog
8112,cat
8113,dog
8114,cat
8115,cat
8116,dog
8117,cat
8118,cat
8119,dog
8120,dog
8121,cat
8122,cat
8123,cat
8124,cat
8125,cat
8126,cat
8127,dog
8128,cat
8129,cat
8130,cat
8131,cat
8132,dog
8133,dog
8134,dog
8135,dog
8136,dog
8137,dog
8138,cat
8139,dog
8140,dog
8141,dog
8142,dog
8143,cat
8144,dog
8145,dog
8146,dog
8147,cat
8148,dog
8149,dog
8150,dog
8151,cat
8152,dog
8153,dog
8154,dog
8155,dog
8156,dog
8157,dog
8158,cat
8159,dog
8160,dog
8161,dog
8162,dog
8163,dog
8164,cat
8165,cat
8166,cat
8167,dog
8168,cat
8169,cat
8170,dog
8171,cat
8172,cat
8173,cat
8174,dog
8175,dog
8176,dog
8177,dog
8178,dog
8179,dog
8180,dog
8181,dog
8182,cat
8183,cat
8184,cat
8185,cat
8186,cat
8187,dog
8188,dog
8189,dog
8190,cat
8191,dog
8192,dog
8193,cat
8194,dog
8195,dog
8196,cat
8197,cat
8198,dog
8199,cat
8200,cat
8201,dog
8202,dog
8203,cat
8204,dog
8205,cat
8206,cat
8207,dog
8208,dog
8209,cat
8210,cat
8211,dog
8212,cat
8213,dog
8214,cat
8215,dog
8216,dog
8217,dog
8218,cat
8219,dog
8220,cat
8221,dog
8222,cat
8223,dog
8224,cat
8225,cat
8226,cat
8227,cat
8228,cat
8229,cat
8230,dog
8231,dog
8232,dog
8233,dog
8234,dog
8235,cat
8236,dog
8237,dog
8238,dog
8239,dog
8240,dog
8241,cat
8242,dog
8243,cat
8244,dog
8245,dog
8246,dog
8247,dog
8248,cat
8249,cat
8250,cat
8251,dog
8252,cat
8253,dog
8254,dog
8255,dog
8256,cat
8257,cat
8258,dog
8259,dog
8260,dog
8261,cat
8262,dog
8263,cat
8264,cat
8265,cat
8266,dog
8267,dog
8268,cat
8269,cat
8270,cat
8271,dog
8272,dog
8273,dog
8274,cat
8275,dog
8276,dog
8277,cat
8278,cat
8279,dog
8280,dog
8281,dog
8282,dog
8283,dog
8284,cat
8285,dog
8286,cat
8287,cat
8288,dog
8289,dog
8290,dog
8291,dog
8292,cat
8293,cat
8294,cat
8295,cat
8296,dog
8297,dog
8298,dog
8299,cat
8300,dog
8301,dog
8302,dog
8303,cat
8304,cat
8305,dog
8306,dog
8307,dog
8308,dog
8309,cat
8310,dog
8311,dog
8312,cat
8313,dog
8314,cat
8315,dog
8316,dog
8317,cat
8318,cat
8319,cat
8320,cat
8321,dog
8322,dog
8323,cat
8324,dog
8325,cat
8326,dog
8327,dog
8328,dog
8329,cat
8330,dog
8331,dog
8332,dog
8333,cat
8334,dog
8335,dog
8336,dog
8337,dog
8338,dog
8339,cat
8340,dog
8341,dog
8342,dog
8343,cat
8344,dog
8345,cat
8346,cat
8347,dog
8348,dog
8349,cat
8350,cat
8351,cat
8352,dog
8353,dog
8354,dog
8355,cat
8356,dog
8357,cat
8358,cat
8359,dog
8360,cat
8361,cat
8362,dog
8363,cat
8364,cat
8365,cat
8366,dog
8367,dog
8368,dog
8369,cat
8370,dog
8371,dog
8372,dog
8373,dog
8374,dog
8375,dog
8376,cat
8377,dog
8378,dog
8379,cat
8380,dog
8381,dog
8382,cat
8383,cat
8384,dog
8385,dog
8386,dog
8387,dog
8388,cat
8389,cat
8390,cat
8391,cat
8392,dog
8393,cat
8394,dog
8395,dog
8396,cat
8397,dog
8398,dog
8399,dog
8400,dog
8401,cat
8402,dog
8403,cat
8404,cat
8405,dog
8406,dog
8407,dog
8408,cat
8409,dog
8410,cat
8411,dog
8412,dog
8413,dog
8414,dog
8415,cat
8416,dog
8417,cat
8418,dog
8419,dog
8420,cat
8421,dog
8422,dog
8423,cat
8424,cat
8425,dog
8426,cat
8427,dog
8428,dog
8429,cat
8430,cat
8431,cat
8432,cat
8433,cat
8434,dog
8435,cat
8436,cat
8437,dog
8438,dog
8439,dog
8440,cat
8441,cat
8442,dog
8443,cat
8444,dog
8445,cat
8446,dog
8447,dog
8448,cat
8449,dog
8450,cat
8451,cat
8452,dog
8453,dog
8454,dog
8455,dog
8456,dog
8457,cat
8458,dog
8459,cat
8460,dog
8461,cat
8462,dog
8463,cat
8464,dog
8465,dog
8466,dog
8467,dog
8468,cat
8469,dog
8470,cat
8471,cat
8472,cat
8473,dog
8474,dog
8475,dog
8476,cat
8477,dog
8478,dog
8479,dog
8480,cat
8481,cat
8482,dog
8483,cat
8484,cat
8485,dog
8486,dog
8487,cat
8488,dog
8489,dog
8490,dog
8491,cat
8492,cat
8493,cat
8494,cat
8495,dog
8496,dog
8497,dog
8498,cat
8499,dog
8500,dog
8501,dog
8502,dog
8503,cat
8504,dog
8505,cat
8506,dog
8507,cat
8508,dog
8509,cat
8510,dog
8511,cat
8512,cat
8513,dog
8514,cat
8515,cat
8516,cat
8517,dog
8518,cat
8519,dog
8520,dog
8521,cat
8522,cat
8523,cat
8524,cat
8525,dog
8526,dog
8527,dog
8528,dog
8529,cat
8530,cat
8531,cat
8532,dog
8533,dog
8534,dog
8535,dog
8536,dog
8537,cat
8538,dog
8539,dog
8540,dog
8541,cat
8542,dog
8543,dog
8544,dog
8545,dog
8546,dog
8547,dog
8548,cat
8549,cat
8550,dog
8551,dog
8552,cat
8553,dog
8554,dog
8555,dog
8556,dog
8557,dog
8558,dog
8559,dog
8560,cat
8561,cat
8562,dog
8563,dog
8564,dog
8565,cat
8566,dog
8567,dog
8568,cat
8569,dog
8570,dog
8571,dog
8572,dog
8573,cat
8574,dog
8575,cat
8576,dog
8577,dog
8578,dog
8579,dog
8580,cat
8581,cat
8582,cat
8583,cat
8584,dog
8585,cat
8586,cat
8587,dog
8588,dog
8589,dog
8590,dog
8591,cat
8592,dog
8593,dog
8594,dog
8595,dog
8596,cat
8597,dog
8598,cat
8599,cat
8600,cat
8601,dog
8602,cat
8603,cat
8604,dog
8605,dog
8606,dog
8607,cat
8608,cat
8609,cat
8610,cat
8611,cat
8612,dog
8613,dog
8614,dog
8615,cat
8616,dog
8617,dog
8618,dog
8619,dog
8620,cat
8621,dog
8622,dog
8623,cat
8624,dog
8625,dog
8626,dog
8627,dog
8628,dog
8629,cat
8630,dog
8631,cat
8632,dog
8633,cat
8634,cat
8635,cat
8636,dog
8637,cat
8638,cat
8639,cat
8640,dog
8641,dog
8642,dog
8643,dog
8644,dog
8645,cat
8646,dog
8647,cat
8648,dog
8649,cat
8650,dog
8651,dog
8652,cat
8653,cat
8654,dog
8655,cat
8656,cat
8657,dog
8658,dog
8659,dog
8660,dog
8661,dog
8662,cat
8663,dog
8664,dog
8665,dog
8666,cat
8667,cat
8668,cat
8669,dog
8670,cat
8671,dog
8672,cat
8673,cat
8674,dog
8675,cat
8676,dog
8677,dog
8678,cat
8679,cat
8680,dog
8681,dog
8682,cat
8683,cat
8684,cat
8685,dog
8686,cat
8687,dog
8688,dog
8689,cat
8690,dog
8691,dog
8692,cat
8693,cat
8694,dog
8695,dog
8696,dog
8697,cat
8698,cat
8699,dog
8700,cat
8701,cat
8702,dog
8703,dog
8704,cat
8705,cat
8706,dog
8707,dog
8708,dog
8709,dog
8710,cat
8711,dog
8712,dog
8713,cat
8714,dog
8715,dog
8716,dog
8717,cat
8718,cat
8719,cat
8720,dog
8721,cat
8722,cat
8723,dog
8724,dog
8725,dog
8726,dog
8727,dog
8728,dog
8729,dog
8730,cat
8731,dog
8732,dog
8733,cat
8734,dog
8735,dog
8736,dog
8737,dog
8738,dog
8739,cat
8740,cat
8741,dog
8742,dog
8743,cat
8744,dog
8745,cat
8746,dog
8747,cat
8748,cat
8749,dog
8750,dog
8751,cat
8752,dog
8753,dog
8754,cat
8755,dog
8756,dog
8757,cat
8758,cat
8759,dog
8760,dog
8761,dog
8762,cat
8763,cat
8764,dog
8765,dog
8766,dog
8767,cat
8768,cat
8769,cat
8770,dog
8771,dog
8772,cat
8773,dog
8774,cat
8775,cat
8776,dog
8777,dog
8778,dog
8779,dog
8780,cat
8781,cat
8782,dog
8783,dog
8784,dog
8785,dog
8786,cat
8787,cat
8788,cat
8789,cat
8790,dog
8791,cat
8792,cat
8793,dog
8794,dog
8795,dog
8796,dog
8797,dog
8798,dog
8799,cat
8800,dog
8801,cat
8802,dog
8803,dog
8804,dog
8805,dog
8806,cat
8807,dog
8808,dog
8809,dog
8810,cat
8811,dog
8812,dog
8813,dog
8814,cat
8815,dog
8816,cat
8817,cat
8818,cat
8819,dog
8820,cat
8821,cat
8822,dog
8823,cat
8824,dog
8825,dog
8826,cat
8827,cat
8828,cat
8829,cat
8830,cat
8831,dog
8832,cat
8833,dog
8834,dog
8835,dog
8836,dog
8837,dog
8838,dog
8839,cat
8840,dog
8841,dog
8842,cat
8843,cat
8844,dog
8845,dog
8846,dog
8847,cat
8848,dog
8849,dog
8850,dog
8851,cat
8852,cat
8853,cat
8854,dog
8855,cat
8856,dog
8857,dog
8858,cat
8859,dog
8860,dog
8861,dog
8862,cat
8863,cat
8864,dog
8865,dog
8866,cat
8867,dog
8868,dog
8869,dog
8870,cat
8871,cat
8872,dog
8873,dog
8874,dog
8875,cat
8876,cat
8877,dog
8878,dog
8879,cat
8880,cat
8881,dog
8882,dog
8883,dog
8884,cat
8885,cat
8886,dog
8887,cat
8888,cat
8889,cat
8890,cat
8891,cat
8892,cat
8893,dog
8894,cat
8895,dog
8896,dog
8897,cat
8898,cat
8899,dog
8900,dog
8901,dog
8902,cat
8903,dog
8904,dog
8905,cat
8906,cat
8907,cat
8908,cat
8909,dog
8910,cat
8911,cat
8912,dog
8913,cat
8914,cat
8915,dog
8916,dog
8917,dog
8918,dog
8919,dog
8920,cat
8921,cat
8922,cat
8923,dog
8924,cat
8925,dog
8926,cat
8927,cat
8928,cat
8929,cat
8930,cat
8931,dog
8932,cat
8933,cat
8934,cat
8935,dog
8936,cat
8937,cat
8938,dog
8939,dog
8940,dog
8941,cat
8942,dog
8943,dog
8944,cat
8945,dog
8946,cat
8947,dog
8948,dog
8949,cat
8950,dog
8951,dog
8952,dog
8953,dog
8954,dog
8955,cat
8956,dog
8957,dog
8958,dog
8959,dog
8960,dog
8961,cat
8962,dog
8963,dog
8964,cat
8965,dog
8966,dog
8967,cat
8968,dog
8969,cat
8970,dog
8971,dog
8972,dog
8973,dog
8974,dog
8975,dog
8976,cat
8977,dog
8978,dog
8979,cat
8980,dog
8981,cat
8982,dog
8983,dog
8984,dog
8985,dog
8986,dog
8987,dog
8988,dog
8989,cat
8990,dog
8991,dog
8992,dog
8993,cat
8994,cat
8995,dog
8996,dog
8997,dog
8998,dog
8999,dog
9000,cat
9001,dog
9002,dog
9003,dog
9004,cat
9005,dog
9006,dog
9007,dog
9008,cat
9009,dog
9010,cat
9011,dog
9012,cat
9013,dog
9014,cat
9015,dog
9016,dog
9017,cat
9018,dog
9019,cat
9020,dog
9021,dog
9022,dog
9023,dog
9024,cat
9025,dog
9026,cat
9027,cat
9028,cat
9029,cat
9030,cat
9031,dog
9032,cat
9033,cat
9034,cat
9035,dog
9036,cat
9037,cat
9038,dog
9039,dog
9040,cat
9041,dog
9042,dog
9043,dog
9044,cat
9045,dog
9046,cat
9047,cat
9048,cat
9049,dog
9050,cat
9051,cat
9052,dog
9053,cat
9054,dog
9055,dog
9056,cat
9057,dog
9058,dog
9059,cat
9060,cat
9061,dog
9062,dog
9063,cat
9064,cat
9065,dog
9066,dog
9067,cat
9068,dog
9069,dog
9070,cat
9071,dog
9072,dog
9073,cat
9074,cat
9075,cat
9076,dog
9077,cat
9078,dog
9079,cat
9080,dog
9081,dog
9082,cat
9083,cat
9084,dog
9085,cat
9086,cat
9087,dog
9088,cat
9089,dog
9090,dog
9091,dog
9092,dog
9093,cat
9094,cat
9095,cat
9096,dog
9097,cat
9098,dog
9099,dog
9100,dog
9101,cat
9102,dog
9103,dog
9104,dog
9105,cat
9106,cat
9107,dog
9108,dog
9109,dog
9110,dog
9111,dog
9112,dog
9113,dog
9114,dog
9115,cat
9116,dog
9117,dog
9118,cat
9119,dog
9120,cat
9121,dog
9122,dog
9123,cat
9124,cat
9125,cat
9126,cat
9127,dog
9128,dog
9129,cat
9130,dog
9131,cat
9132,dog
9133,cat
9134,cat
9135,dog
9136,dog
9137,dog
9138,dog
9139,cat
9140,cat
9141,cat
9142,cat
9143,dog
9144,cat
9145,cat
9146,cat
9147,dog
9148,cat
9149,cat
9150,cat
9151,dog
9152,dog
9153,dog
9154,cat
9155,dog
9156,dog
9157,cat
9158,cat
9159,cat
9160,dog
9161,dog
9162,cat
9163,cat
9164,cat
9165,dog
9166,cat
9167,dog
9168,cat
9169,dog
9170,cat
9171,dog
9172,dog
9173,dog
9174,cat
9175,cat
9176,cat
9177,dog
9178,dog
9179,dog
9180,cat
9181,cat
9182,dog
9183,cat
9184,cat
9185,dog
9186,cat
9187,cat
9188,cat
9189,dog
9190,dog
9191,cat
9192,cat
9193,cat
9194,cat
9195,cat
9196,cat
9197,cat
9198,cat
9199,dog
9200,cat
9201,cat
9202,cat
9203,cat
9204,cat
9205,cat
9206,dog
9207,cat
9208,dog
9209,cat
9210,dog
9211,dog
9212,cat
9213,cat
9214,dog
9215,cat
9216,cat
9217,dog
9218,dog
9219,cat
9220,cat
9221,cat
9222,dog
9223,cat
9224,dog
9225,dog
9226,cat
9227,dog
9228,dog
9229,dog
9230,dog
9231,dog
9232,cat
9233,cat
9234,dog
9235,dog
9236,dog
9237,cat
9238,cat
9239,dog
9240,cat
9241,cat
9242,dog
9243,dog
9244,cat
9245,dog
9246,dog
9247,dog
9248,cat
9249,cat
9250,dog
9251,dog
9252,dog
9253,dog
9254,dog
9255,dog
9256,dog
9257,dog
9258,dog
9259,cat
9260,cat
9261,dog
9262,dog
9263,cat
9264,dog
9265,cat
9266,cat
9267,cat
9268,cat
9269,dog
9270,dog
9271,cat
9272,cat
9273,dog
9274,cat
9275,cat
9276,dog
9277,dog
9278,cat
9279,cat
9280,dog
9281,dog
9282,dog
9283,cat
9284,dog
9285,cat
9286,dog
9287,cat
9288,dog
9289,cat
9290,cat
9291,cat
9292,cat
9293,dog
9294,dog
9295,dog
9296,cat
9297,dog
9298,dog
9299,dog
9300,dog
9301,dog
9302,dog
9303,dog
9304,dog
9305,dog
9306,cat
9307,dog
9308,cat
9309,cat
9310,cat
9311,dog
9312,cat
9313,cat
9314,dog
9315,dog
9316,cat
9317,dog
9318,dog
9319,dog
9320,dog
9321,dog
9322,cat
9323,dog
9324,dog
9325,cat
9326,dog
9327,dog
9328,dog
9329,dog
9330,dog
9331,cat
9332,dog
9333,dog
9334,dog
9335,dog
9336,dog
9337,cat
9338,dog
9339,cat
9340,dog
9341,cat
9342,cat
9343,cat
9344,dog
9345,cat
9346,cat
9347,cat
9348,cat
9349,dog
9350,dog
9351,dog
9352,cat
9353,cat
9354,dog
9355,cat
9356,dog
9357,dog
9358,cat
9359,dog
9360,cat
9361,dog
9362,cat
9363,cat
9364,cat
9365,cat
9366,cat
9367,cat
9368,dog
9369,dog
9370,dog
9371,dog
9372,cat
9373,dog
9374,dog
9375,dog
9376,cat
9377,cat
9378,dog
9379,dog
9380,dog
9381,dog
9382,cat
9383,cat
9384,dog
9385,cat
9386,dog
9387,cat
9388,cat
9389,dog
9390,cat
9391,dog
9392,cat
9393,dog
9394,cat
9395,cat
9396,cat
9397,dog
9398,cat
9399,dog
9400,cat
9401,cat
9402,dog
9403,cat
9404,cat
9405,cat
9406,cat
9407,dog
9408,dog
9409,cat
9410,cat
9411,dog
9412,dog
9413,dog
9414,cat
9415,dog
9416,cat
9417,dog
9418,cat
9419,cat
9420,dog
9421,dog
9422,cat
9423,dog
9424,cat
9425,dog
9426,cat
9427,dog
9428,dog
9429,dog
9430,dog
9431,cat
9432,dog
9433,dog
9434,dog
9435,cat
9436,dog
9437,cat
9438,cat
9439,cat
9440,cat
9441,cat
9442,dog
9443,dog
9444,dog
9445,dog
9446,cat
9447,dog
9448,cat
9449,dog
9450,dog
9451,dog
9452,dog
9453,dog
9454,dog
9455,cat
9456,cat
9457,dog
9458,cat
9459,dog
9460,dog
9461,cat
9462,cat
9463,dog
9464,dog
9465,cat
9466,cat
9467,cat
9468,cat
9469,dog
9470,dog
9471,dog
9472,cat
9473,cat
9474,dog
9475,dog
9476,dog
9477,cat
9478,cat
9479,dog
9480,cat
9481,dog
9482,dog
9483,cat
9484,dog
9485,cat
9486,dog
9487,cat
9488,dog
9489,cat
9490,cat
9491,cat
9492,cat
9493,dog
9494,dog
